,canonical_smiles
118,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
153,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1
373,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
81,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
244,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
636,OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
143,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21
220,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21
631,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
30,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
89,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
94,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
488,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
595,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
497,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
412,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
590,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
64,COc1ccc(OC)c(C2NC(=O)NC(C)=C2C(=O)Nc2ccc(F)c(F)c2)c1
525,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
216,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
643,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4
278,CCC(=O)NC[C@@H]1C[C@@H]1c1cccc2c1CCO2
245,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21
17,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
448,CN1/C(=C(\[O-])Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
144,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O
523,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
277,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C(O)(C(=O)OC)C(OC(C)=O)C4(CC)C=CCN5CCC31C54)C2
194,COc1ccc2cc(CCC(C)=O)ccc2c1
219,COc1ccc2cc(C(C)C(=O)[O-])ccc2c1
327,CC(C)NCC(O)COc1cccc2ccccc12
612,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12
111,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
2,[NH-]C1CCCCC1[NH-]
78,NCC1(CC(=O)O)CCCCC1
532,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
565,NCC1CCC(C(=O)O)CC1
106,O=NN(CCCl)C(=O)NCCCl
205,C=CC(N)CCC(=O)O
206,[NH3+]CCCC=O
254,C[N+](C)(C)CC(=O)[O-]
264,O=C(O)CC(O)(CC(=O)O)C(=O)O
279,FC(F)OC(Cl)C(F)(F)F
290,NCCCC(N)(C(=O)O)C(F)F
292,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O
294,NC(N)=NCCCC(N)C(=O)O
295,CCCCCCCCCCCCCCCCCCCCCCO
326,CC(C[N+](C)(C)C)OC(N)=O
335,CC(=O)NC(CCC(=O)[O-])C(=O)[O-]
338,CC(O)(P(=O)(O)O)P(=O)(O)O
350,O=S(=O)(O)CCS
359,CC(=O)NC(CS)C(=O)O
365,FC(F)(F)C(F)(F)C(F)(F)F
372,CC(=O)NO
375,CCCCCCOC(=O)CCC(=O)CN
376,COC(=O)C=CC(=O)O
391,O=C(O)CCCCCCCC(=O)O
396,O=C([O-])CC([S-])C(=O)[O-]
397,NC(=O)N[C@@H](CCC(=O)O)C(=O)O
408,O=CCC(O)C=O
413,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O
418,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC
453,O=C([O-])P(=O)([O-])[O-]
454,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
464,COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-]
475,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
513,CN(C)C(=N)N=C(N)N
517,NCCO
527,C[N+](C)(C)CC(O)CC(=O)O
530,NCC(=O)CCC(=O)O
546,COC(=O)CCC(=O)CN
554,FCOC(C(F)(F)F)C(F)(F)F
558,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]
569,FC(F)OC(F)C(F)(F)F
596,CC(C)C[C@@H](CN)CC(=O)O
615,COCCOC(=O)NCCCC[C@H](NC(=O)OCCOC)C(=O)NCCCCCCCOP(C)(=O)O
616,CC(C)(S)C(N)C(=O)O
639,NC(=O)NO
642,O=C([O-])[O-]
645,NCC(=O)O
650,OCC(O)C(O)C(O)C(O)CO
658,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O
668,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
675,C=CCNCCCCCCCCCC
682,NCCS
683,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
272,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21
597,CN(C)CCC=C1c2ccccc2COc2ccccc21
172,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
403,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1
646,CC(=O)Cn1ncc([N+](=O)[O-])n1
237,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
281,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
667,CC1CNCCc2ccc(Cl)cc21
598,COc1nc(C)nc(Cl)c1NC1=NCCN1
618,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
62,COC(=O)C(c1ccccc1)C1CCCCN1
405,CC1OC1P(=O)(O)O
436,C[C@@H]1O[C@@H]1P(=O)([O-])O
65,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
10,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
441,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C
677,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[C@@H](C(=O)N(C)C)N3)[C@H](C)[C@H]12
361,CC(C)OC(=O)CCC/C=C/CC1C(O)CC(O)C1/C=C/C(F)(F)COc1ccccc1
362,Cc1ncc(COP(=O)([O-])[O-])c(CN(CCN(CC(=O)[O-])Cc2c(COP(=O)([O-])[O-])cnc(C)c2[O-])CC(=O)[O-])c1[O-]
575,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
82,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
168,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
198,CC(C)OC(=O)OCOP(=O)(CO[C@@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C
551,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O
186,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
210,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
256,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
49,NC(=O)C1CSSCCC(=O)NC(CCCCN=C(N)N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC2C(=O)N1
243,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1
352,COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
175,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
581,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
355,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
470,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O
673,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
26,c1cnc2cc3c(cc2n1)C1CNCC3C1
297,COC1C(CO)OC(OCC2OC(OC3C(CO)OC(C)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2OCCO)C(O)C1O
401,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
190,CCC(C(N)=O)N1CCCC1=O
534,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
351,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
559,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
366,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
195,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
653,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C
599,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
171,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
560,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
458,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2
59,Cc1c(O)c(=O)ccn1C
471,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O
387,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O
547,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)[O-])c2ccccc2)C(=O)C1=O
113,OCC1OC(n2cnc3c2NC=NCC3O)CC1O
382,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
19,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12
39,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12
274,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
98,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
613,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
331,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O
142,O=C(O)C[C@H](O)C[C@H](O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
72,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
541,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1
37,COc1cccc(C2(O)CCCCC2CN(C)C)c1
343,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341
14,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
201,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
307,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
439,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
623,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
107,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
537,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
273,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O
609,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
635,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
117,Clc1ccc2nsnc2c1NC1=NCCN1
392,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
369,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O
430,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
484,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O
399,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
563,CC(C)(C)c1ccc(C(=O)CC2(O)C(=O)N(Cc3c(F)cccc3Cl)c3ccccc32)cc1
669,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21
101,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
137,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
229,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
99,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
236,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-]
589,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21
512,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
60,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
680,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
432,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
202,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1
12,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O
324,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
147,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
583,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
648,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
91,Nc1nc2ccc(OC(F)(F)F)cc2s1
480,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
377,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
164,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
317,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)CC1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](OC4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
625,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
462,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21
610,Brc1c(NC2=NCCN2)ccc2nccnc12
103,CO[C@@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
247,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
40,NC1CC1c1ccccc1
124,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1C[NH3+]
20,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
154,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
330,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O
267,CCCCC[C@](C)(O)C=C[C@@H]1[C@@H](CC=CCCCC(=O)O)[C@@H](O)C[C@H]1O
300,CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)O
482,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
467,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
383,Cc1cc(C2CCCCC2)n(O)c(=O)c1
224,CCCN(CCC)CCc1cccc2c1CC(=O)N2
275,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
308,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
173,CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O
282,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)C([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1
285,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)C3C(O)C21
356,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)=C(O)C3(O)C(=O)C1=C2O
390,CN(C)[C@@H]1C(=O)C(C(=O)NCNCCCC[C@H](N)C(=O)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12
196,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
503,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1
221,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
594,CC(CS)C(=O)N1CCCC1C(=O)O
502,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
548,O=C(O)C(=O)N1CCN(C(=O)COc2cccc3ccccc23)CC1
203,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
261,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1
477,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
54,CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2
42,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
255,CN(C)CCNC(=O)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2
15,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
489,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314
9,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
66,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2
422,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1
90,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
257,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
516,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
258,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
600,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
353,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C
80,O=P1(NCCCl)OCCCN1CCCl
185,O=P1(N(CCCl)CCCl)NCCCO1
417,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
105,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
311,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
163,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
676,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
128,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
69,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
233,c1cnncn1
414,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1
468,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1
318,CN(C(=O)COC(=O)c1ccc2ccccc2c1)C1CCS(=O)(=O)C1
52,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
75,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@H](C2)N(C)CC[C@]314
169,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
342,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314
628,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5
259,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
305,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1
23,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
35,CN(C)C(=O)C(CC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
449,O=C(c1ccccc1)c1cnc(-c2ccccc2)s1
